facility_name,address,unique_lga,state,latitude,longitude,emergency_transport,ratings
General Hospital,"Gulani, Yobe",yobe_barde, Yobe,12.8721545,11.02789094,True,1
RAILWAY INDUSTRAL CLINIC,"Warri Street, Kafanchan, Kaduna",kaduna_jema_a, Kaduna,9.58551228046417,8.30144762992859,True,1
Model Primary Health Care Centre,"Guma, Benue",benue_guma, Benue,7.89770398,8.84327564,False,2
St. Raphael Clinic,"Idera Street, Akure South, Ondo",ondo_akure_south, Ondo,7.26922922,5.18731974,False,4
PHC,"Oturkpo, Benue",benue_ado, Benue,6.96369051933289,8.09957921504974,False,4
Anyadi Hospital,"Nwangele, Imo",imo_isiala_mbano, Imo,5.71820139884949,7.1695339679718,False,1
MEDICAL DESPENSERY,"Umu Abayi-Tabangh Road, Oyigbo, Rivers",rivers_oyigbo, Rivers,4.85283177,7.37427124,False,2
CICI GYDE MEDICAL CENTRE,"Water Resources, Ikpoba-Okha, Edo",edo_oredo, Edo,6.30966682,5.62542632,True,2
Prim H C,"Ogoja, Cross River",cross_river_boki, Cross River,6.48489475250244,8.80042433738708,False,2
PHX CLINIC,"Udeni-Magaji, Nassarawa",nasarawa_akwanga, Nassarawa,8.93807530403137,8.23087334632874,False,2
Primary health care shira,"Samiya-Dan-Maina Maji Road, Sara, Bauchi",bauchi_alkaleri, Bauchi,10.0502049922943,10.2789491415024,True,3
Primary health clinic Ashige,"Udeni-Magaji, Nassarawa",nasarawa_lafia, Nassarawa,8.58263402,8.8073744,False,2
HEALTH CENTRE NORTHERN AFAHA,"Etim Ekpo, Akwa Ibom",akwa_ibom_ukanafun, Akwa Ibom,4.93359741,7.64750203,False,1
Gogoibbi Dispisery,"Mallan-Kagwa, Taraba",taraba_ardo_kola, Taraba,8.95784318447113,11.1122524738312,False,3
ilekanan pry health center,"Ife Central, Osun",osun_ife_central, Osun,7.48856663703918,4.56023275852203,False,4
PHC JINIBOL,"Udeni-Magaji, Nassarawa",nasarawa_wamba, Nassarawa,9.0631846,8.75455419,False,2
Dispensary,"Sara, Bauchi",bauchi_bauchi, Bauchi,10.44016767,9.81302828,False,1
P.H.C Une,"Yadev-Buruku-Ugba-Zaki Biam Road, Katsina-Ala, Benue",benue_katsina_ala, Benue,7.49919954,9.53111836,True,1
Clinic,"Otuson Crescent, Enugu, Enugu",enugu_enugu_north, Enugu,6.44668934,7.5222356,True,3
Kaura dispensary,"Sabua, Katsina",katsina_jibia, Katsina,12.99069678,7.53753518,False,1
Nero psychiatric specialist hospital akure,"Oda Road, Akure South, Ondo",ondo_akure_south, Ondo,7.22248277,5.21949105,True,4
Panunuke Health Post,"Nuku, Federal Capital Territory",fct_bwari, Federal Capital Territory,9.30428266525269,7.50271797180176,False,4
Mercy Gate Hospital,"72nd Road, Lagos, Lagos",lagos_amuwo_odofin, Lagos,6.4704679,3.27075116,True,4
Govt health cennter,"Boki, Cross River",cross_river_boki, Cross River,6.25934779644012,8.93625676631927,False,3
PHC Rafin Kwara,"Udeni-Magaji, Nassarawa",nasarawa_karu, Nassarawa,8.87843536,7.64756047,False,3
St. Francis Clinic amd Maternity,"Mallan-Kagwa, Taraba",taraba_jalingo, Taraba,8.94369184970856,11.3723033666611,False,4
Ogbor hill PHC,"Ovom Road, Oboma Ngwa, Abia",abia_aba_north, Abia,5.11353492736816,7.38736689090729,False,4
Bhc,"Ondo West, Ondo",ondo_ondo_west, Ondo,6.98171074,4.84783896,False,4
Ogbaku Health Centre,"Port Harcourt-Enugu Expressway, Nkanu West, Enugu",enugu_awgu, Enugu,6.20816363,7.50853904,False,2
zauma Health facility,"Adebka-Dan Garamfa Road, Kwiambana, Zamfara",zamfara_bukkuyum, Zamfara,12.1476656198502,5.41257977485657,False,2
IGUADOLOR HEALTH POST DISPENSARY,"Egor, Edo",edo_ovia_north_east, Edo,6.42881729,5.55308642,True,1
Phc Gar,"Bakko, Plateau",plateau_kanam, Plateau,9.35439807,9.93072456,False,3
PHC OGIGIRY,"Ajaokuta, Kogi",kogi_ajaokuta, Kogi,7.51462166666667,6.47355333333333,False,4
jogana health clinic,"Wudil, Kano",kano_gazewa, Kano,12.0255875587463,8.67327153682709,True,1
Ipinsa Health Centre,"Akure-Igarra Oke-Iyemogun-Ojo Oba Road, Akure South, Ondo",ondo_akure_south, Ondo,7.31854704,5.14717249,False,1
mairakumi basic health center,"Kunya-Baba, Jigawa",jigawa_malam_madori, Jigawa,12.5664335489273,9.95762050151825,False,4
Primary health care,"Udeni-Magaji, Nassarawa",plateau_bokkos, Nassarawa,9.1005032,8.79004636,False,2
Maina hari Health clinic,"Mimitlu, Borno",borno_biu, Borno,10.6781423091888,12.1589469909668,False,4
Mayagali dispensary,"Kwiambana, Zamfara",zamfara_anka, Zamfara,12.06295344,5.80858809,False,2
G ALHERI,"Yarmai Shinkafi Street, Kano, Kano",kano_gwale, Kano,11.99377863,8.50725431,False,4
Awomukwu Health Centre,"B108, Ikwuano, Abia",abia_ikwuano, Abia,5.37389695644379,7.59428858757019,False,3
LOCAL GOVERNMENT PRIMARY HEALTH CLINIC,"Gwer East, Benue",benue_gwer_east, Benue,7.4028754234314,8.27063977718353,False,2
Chukwuebuka Hospital,"School Road, Umuahia North, Abia",abia_umuahia_north, Abia,5.52440829,7.49611844,False,3
PHC ACHARANE,"Ankpa, Kogi",kogi_ankpa, Kogi,7.31895809,7.48582885,False,4
Oluwalose Convaliscent Home,"Iwo, Osun",osun_ayedire, Osun,7.62213345,4.24604369,False,1
Yelwa hospital,"Yelwa Yauri, Kebbi",kebbi_yauri, Kebbi,10.84403839,4.74167412,True,2
Mount zion medical centre,"A3, Udi, Enugu",enugu_udi, Enugu,6.42654597759247,7.40683436393738,True,2
Basic health center,"Ijoka Road, Akure South, Ondo",ondo_akure_south, Ondo,7.19255091,5.20080092,False,3
Mercyway Medical Center,"Disu Ainaefon Street, Lagos, Lagos",lagos_oshodi_isolo, Lagos,6.556796,3.29702788,True,3
Umuajuju Health Center,"Umu Ika-Omoba Road, Isiala Ngwa South, Abia",abia_isiala_ngwa_south, Abia,5.2777131,7.36229402,False,2
Adegbola Health Centre,"Fabusuyi Street, Akure South, Ondo",ondo_akure_south, Ondo,7.2625502,5.18328627,True,3
Basic health center,"Akure-Oda Road, Akure South, Ondo",ondo_akure_south, Ondo,7.11294089,5.275261,False,3
Jigbale Memorial Clinic,"Udu Road, Uvwie, Delta",delta_uvwie, Delta,5.52489132,5.78325275,True,3
PHCC Badna,"Dobogi, Niger",niger_shiroro, Niger,10.3586333333333,6.86452833333333,False,2
Gogoro Maternity Centre,"Porobi Street, Lagos, Lagos",lagos_ajeromi_ifelodun, Lagos,6.45247199,3.34876347,True,2
Ajigin Mairi Dispensary,"Mimitlu, Borno",borno_damboa, Borno,11.16906337,12.27943494,False,4
Health Post,"Oju-Utonkon Road, Oju, Benue",benue_oju, Benue,6.84920847415924,8.27316641807556,True,4
Dongari etile Heath post,"Pakata Road, Asa, Kwara",kwara_asa, Kwara,8.49243700504303,4.39011096954346,False,3
Health post,"A4, Mimitlu, Borno",borno_bama, Borno,11.38833748,13.94480625,False,4
Umuene Community Health Center,"Umu Ika-Omoba Road, Isiala Ngwa South, Abia",abia_isiala_ngwa_south, Abia,5.2612382,7.39478999,False,4
Basic,"Akure South, Ondo",ondo_akure_south, Ondo,7.1961535,5.1651181,False,1
Phc clinic tako,"Udeni-Magaji, Nassarawa",nasarawa_lafia, Nassarawa,8.61478328704834,8.62038910388947,False,1
General Hospital Igumale,"Ado, Benue",benue_ado, Benue,6.79945886135101,7.9778391122818,False,2
Zangra clinic,"Songeli, Adamawa",adamawa_gombi, Adamawa,10.0228571891785,12.4454069137573,True,4
Agurodo health center,"Ejigbo, Osun",osun_ejigbo, Osun,7.94487029,4.27277504,False,2
"MCH,Kukawa","Mimitlu, Borno",borno_kukawa, Borno,12.92296422,13.56814658,True,4
Erinja Health Centre,"Egbado/Yewa South, Ogun",ogun_yewa_south, Ogun,6.74160174,3.02106536,False,1
Balm of Gilead hospital,"Umuagba Street, Enugu, Enugu",enugu_enugu_south, Enugu,6.41458097,7.50947432,True,1
Medical Centre,"Army Secondary School Road, Akure South, Ondo",ondo_akure_south, Ondo,7.2410887,5.14509046,True,2
Buzaye Health Clinic,"Sabua, Katsina",katsina_danja, Katsina,11.4887648820877,7.45751202106476,False,4
Model PHC,"Ipokia-Idi Ofe Mesan-Ota Road, Ado Odo/Ota, Ogun",ogun_ado_odo_ota, Ogun,6.66367456,3.09821473,True,1
PRI HEALTH CARE CLINIC,"Dobogi, Niger",niger_munya, Niger,9.99126613140106,6.98967039585114,False,4
Kunkurwa Dispensary,"Dangari-Adua, Sokoto",sokoto_binji, Sokoto,13.1604140996933,4.95999991893768,False,1
PHCC NGHANGUN,"Udeni-Magaji, Nassarawa",nasarawa_akwanga, Nassarawa,8.95692050457001,8.33391308784485,False,4
Gwabare phc,"Hinanbiro, Kebbi",kebbi_gwandu, Kebbi,12.56050118,4.4531212,False,4
Heakth,"Sabua, Katsina",katsina_dutsin_ma, Katsina,12.45369529,7.52691188,False,1
Ophanage and The Less Privilage,"Adebka-Dan Garamfa Road, Kwiambana, Zamfara",zamfara_bukkuyum, Zamfara,12.1290457248688,5.47130405902863,False,4
Urban phc,"Oteri-Okpare Road, Ughelli North, Delta",delta_ughelli_north, Delta,5.48981,5.98844061,False,2
Awo Primary Health Centre,"Egbedore, Osun",osun_egbedore, Osun,7.76622557,4.39980249,True,4
Pilgrim Baptist Hospital Issele Uku,"Aniocha North, Delta",delta_aniocha_north, Delta,6.31871132,6.4556231,True,4
health clinlc,"Ambe-Sarki, Kaduna",kaduna_makarfi, Kaduna,11.3130909204483,7.97255516052246,False,2
Basic healt center,"Akure-Ala Ajagbusi Road, Ose, Ondo",ondo_akure_north, Ondo,6.8814315,5.54999685,False,1
Wajari Health Clinic,"Dwaja, Gombe",gombe_yamaltu_deba, Gombe,10.28504299,11.40313493,True,3
Moleyo Primary Health Centre,"Ori-Ire, Oyo",oyo_oriire, Oyo,8.06016482,4.04233744,False,1
Dcp mbu.j.mbu medical,"Akure-Ado Ekiti Road, Akure North, Ondo",ondo_akure_north, Ondo,7.3315236,5.24551206,False,3
"Barituka Christian Clinic, Barako","Gokana, Rivers",rivers_gokana, Rivers,4.66833111,7.30769504,False,4
PHC Okwudor,"Onitsha-Owerri Road, Oru West, Imo",imo_oru_west, Imo,5.73398379,6.8916695,True,2
Ugwu Aaron Health Center,"Kingsway Road, Enugu, Enugu",enugu_enugu_north, Enugu,6.44557473,7.47553968,False,1
Kufa health post,"Sara, Bauchi",bauchi_alkaleri, Bauchi,10.2004218,10.34978738,False,4
B. H. Center,"Akure-Owo-Ifon-Benin Road, Akure North, Ondo",ondo_akure_north, Ondo,7.26167512,5.36787831,False,3
HOPE MATERNITY HOME,"Sodia Close, Ifo, Ogun",ogun_ifo, Ogun,6.67815748,3.3144826,True,4
Community health clinic kowangi,"Dobogi, Niger",niger_gbako, Niger,9.42284166812897,6.11687421798706,False,2
Basic Health Center,"Akure South, Ondo",ondo_akure_north, Ondo,7.30856647,5.26769929,False,1
MACILAND MEDICAL CENTRE,"Tijani Alabi, Lagos, Lagos",lagos_alimosho, Lagos,6.52397235,3.2490571,True,1
General Hospital Isa,"Dangari-Adua, Sokoto",sokoto_isa, Sokoto,13.20087458,6.39348005,True,1
CHC,"Aramoko Ekiti-Ilawe Ekiti Road, Ekiti West, Ekiti",ekiti_ekiti_west, Ekiti,7.60697399,5.00390243,False,2
PHC Ekan,"Moba, Ekiti",kwara_oke_ero, Ekiti,8.036545,5.10024666666667,True,1
Guyu Health post,"Kunya-Baba, Jigawa",jigawa_auyo, Jigawa,12.36898971,10.13332649,False,2
Basic . Health. Center,"Akure South, Ondo",ondo_akure_north, Ondo,7.19247589,5.30611589,False,3
Tsartawa Health Post,"Wudil, Kano",kano_bagwai, Kano,12.12875361,8.13777527,False,2
Basic Healht Centre,"Akure-Ado Ekiti Road, Akure North, Ondo",ondo_akure_north, Ondo,7.36366039,5.25327062,False,4
Cold chain office,"Akure-Ado Ekiti Road, Akure North, Ondo",ondo_akure_north, Ondo,7.39132691,5.26043707,False,3
Prim Health Center,"Warifi-Okunu Road, Okpe, Delta",delta_sapele, Delta,5.73725265,5.7269362,False,1
Ambursa clinic,"Shehu Umar Kura Road, Maiduguri, Borno",borno_maiduguri, Borno,11.88659443,13.10978052,True,2
HC KIMBI,"Ambe-Sarki, Kaduna",kaduna_birnin_gwari, Kaduna,10.66122,6.19032833333333,True,2
Basic Health Centre,"Akure North, Ondo",ondo_akure_north, Ondo,7.19606634,5.37299857,False,2
Model Primary Health Care Centre,"Anaocha, Anambra",anambra_anaocha, Anambra,6.10963225364685,7.04146385192871,False,3
Basic Health Centre,"Akure-Owo-Ifon-Benin Road, Akure South, Ondo",ondo_akure_north, Ondo,7.27729119,5.24394554,True,3
Umuonasiukwu Health Centre,"Okwoyi Iyieoyi Road, Bende, Abia",abia_bende, Abia,5.60172354,7.60535675,True,3
PRIMARY HEALTH CARE,"Atisbo, Oyo",oyo_itesiwaju, Oyo,8.29275284,3.03114455,False,1
Rayne hospital,"Ora Street, Lagos, Lagos",lagos_ajeromi_ifelodun, Lagos,6.45118558,3.33824432,True,1
Basic Healh Center,"Akure North, Ondo",ondo_akure_north, Ondo,7.26559228,5.323138,True,2
Basic Health Center,"Akure-Owo-Ifon-Benin Road, Akure North, Ondo",ondo_akure_north, Ondo,7.27375355,5.30496253,False,3
General hospital Buguma,"Asari-Toru, Rivers",rivers_asari_toru, Rivers,4.73883343,6.85957298,False,4
Primary Health Centre. Abissa,"Akuku-Toru, Rivers",rivers_akuku_toru, Rivers,4.39441859722137,6.76442921161652,False,4
Primary Health center,"Sabua, Katsina",katsina_kafur, Katsina,11.802915930748,7.79212832450867,False,1
Bode Hospital,"Sango Ota-Idi-Iroko Road, Egbado/Yewa South, Ogun",ogun_yewa_south, Ogun,6.69821331,2.8919465,False,1
Aseigbo Health Centre,"Idanre, Ondo",ondo_idanre, Ondo,7.18260982,5.08024954,False,2
Pry health care centre shintaku,"Bassa, Kogi",kogi_bassa, Kogi,7.71919517,6.76245537,False,2
ORION CLINIC,"Lagos, Lagos",lagos_amuwo_odofin, Lagos,6.4346321,3.25928245,True,3
Primary health care obuna inyi(early bad),"Oji River, Enugu",enugu_oji_river, Enugu,6.14891578,7.27248669,False,3
Comprehensive Health Ctr Abonnema,"Akuku-Toru, Rivers",rivers_akuku_toru, Rivers,4.7369259595871,6.77219688892365,False,1
PHC Gbayange,"Udeni-Magaji, Nassarawa",benue_guma, Nassarawa,8.00242877,9.04222817,False,4
"Federal Medical centre, Owerri","Orlu Road, Owerri Municipal, Imo",imo_owerri_municipal, Imo,5.5026543261523,7.02297466681991,True,2
Dispensary,"Sabua, Katsina",katsina_charanchi, Katsina,12.64158157,7.73497054,False,3
Community Health Centre,"Yenegoa, Bayelsa",bayelsa_southern_ijaw, Bayelsa,4.87887382507324,6.17077589035034,False,4
Kagadana dispansary,"Zakara-Warji Road, Sara, Bauchi",bauchi_warji, Bauchi,11.11206728,9.73626022,True,2
PHC POST UGBOFI,"Igalamela-Odolu, Kogi",kogi_ibaji, Kogi,6.97503166666667,6.78959333333333,False,2
Chad.  Basin. Clinic,"Maiduguri, Borno",borno_jere, Borno,11.86379949,13.2204494,True,4
Soku cottage hospital,"Abua/Odual, Rivers",rivers_akuku_toru, Rivers,4.67790126800537,6.68084621429443,False,4
Aguda Health Centre,"Atakumosa East, Osun",osun_atakunmosa_east, Osun,7.43817865848541,4.78793084621429,False,4
Health Post Ikaduna,"Ankpa, Kogi",benue_apa, Kogi,7.66249764,7.73952378,False,4
Chioma Maternity 173 Tetlow Rd. Owerri,"Onyeche Street, Owerri Municipal, Imo",imo_owerri_municipal, Imo,5.47680258750916,7.03678071498871,False,1
ILUDUN ORO COMMUNITY HOSPITAL,"Irepodun, Kwara",kwara_irepodun, Kwara,8.20883339,4.86920171,False,3
PILOTARA HEALTH CLINIC,"Numan, Adamawa",adamawa_numan, Adamawa,9.47079298,12.02958478,True,3
"IMMACULATE HEART HOSPITAL & MATERNITY, UMUNZE.","Orumba South, Anambra",anambra_orumba_south, Anambra,5.95799179,7.2410901,True,3
Delta State University Health Centre.Abraka Campus,"Ughelli North, Delta",delta_ethiope_east, Delta,5.7918985,6.09735287,True,4
General hospital Abonnema,"Akuku-Toru, Rivers",rivers_akuku_toru, Rivers,4.72438395023346,6.77862882614136,False,1
Comphensive Health Centre,"Brass, Bayelsa",rivers_akuku_toru, Bayelsa,4.67355072498322,6.58333718776703,False,2
CHC,"Okitipupa, Ondo",ondo_okitipupa, Ondo,6.54564629,4.64507211,False,2
Ibeaja Memorial Hospital,"Isuikwuato, Abia",abia_isuikwuato, Abia,5.82801103591919,7.41481125354767,False,4
P H C,"Mokolo, Extremê-Nord",adamawa_madagali, Extremê-Nord,10.8003866672516,13.5915952920914,False,4
  Uda health centre.,"Udenu, Enugu",enugu_igbo_eze_north, Enugu,6.94072552,7.48783211,False,4
Duma Dispensary,"Sara, Bauchi",bauchi_ganjuwa, Bauchi,10.718155503273,10.3129541873932,False,1
Oyi-Adio Primary Health Centre,"Ila, Osun",osun_ifedayo, Osun,7.97185513,4.95439994,True,4
Idama Health Centre,"Akuku-Toru, Rivers",rivers_akuku_toru, Rivers,4.6287202835083,6.80494666099548,False,4
COMPRIHENSIVE HEALTH CENTRE IGAH OKPAYA,"Otukpo-Oweto Road, Apa, Benue",benue_apa, Benue,7.52345681190491,7.88399934768677,False,1
Leye Clinic,"Kukoyi, Lagos, Lagos",lagos_kosofe, Lagos,6.5898,3.4035,False,2
Phc kuru,"Udeni-Magaji, Nassarawa",nasarawa_toto, Nassarawa,8.39544296264648,7.17111110687256,False,2
"PHC OGBONOYO, IRESI","Boluwaduro, Osun",osun_boluwaduro, Osun,7.93785810470581,4.84613478183746,True,1
St. Barnabars Maternity Home,"Owan West, Edo",edo_owan_west, Edo,6.90799176692963,5.92641055583954,True,3
Health centre Atim Asam,"Akpabuyo, Cross River",cross_river_akpabuyo, Cross River,4.96208656,8.41182043,True,3
Dispensary,"Sabua, Katsina",katsina_dan_musa, Katsina,12.25428766,7.2908753,False,4
Lamba HP,"A9, Wudil, Kano",kano_bichi, Kano,12.34004698,8.14807911,True,1
Ikot Eyo Asuquo Health post,"Akpabuyo, Cross River",cross_river_akpabuyo, Cross River,4.88515555858612,8.44201147556305,False,1
Health Centre Ekpri Ikot Ene,"Akpabuyo, Cross River",cross_river_akpabuyo, Cross River,4.89459031,8.4160264,False,2
Akuyam dispensrty,"Potiskum-Jalam-Hardawa Road, Sara, Bauchi",bauchi_misau, Bauchi,11.4660301,10.62659735,False,4
TUMFUSHI HC,"Sabua, Katsina",katsina_baure, Katsina,12.83685281,8.86154279,False,3
Kafata Health Post,"Sara, Bauchi",bauchi_itas_gadau, Bauchi,11.8263852596283,9.99813258647919,False,1
Uloanwu Health Post Egwudinagu,"Ebonyi, Ebonyi",ebonyi_ebonyi, Ebonyi,6.59985959529877,8.13377201557159,False,1
HEALTH POST EGURUDE,"Bekwarra, Cross River",cross_river_bekwara, Cross River,6.61166667,8.86157426,True,1
Aparaki Health Centre,"Ijebu Igbo Roads, Ijebu North-East, Ogun",ogun_ijebu_north, Ogun,6.90910078,3.97459158,False,4
Uda Dispensary,"Mimitlu, Borno",borno_askira_uba, Borno,10.49712526,13.082264,False,3
P h c,"Burutu Odimodi, Delta",delta_burutu, Delta,5.29399931,5.37163911,True,3
Ori eru star clinic,"Sekere Ayo, Irewole, Osun",osun_irewole, Osun,7.36399156,4.1832513,False,1
Health Centre Nkakat,"Akpabuyo, Cross River",cross_river_akpabuyo, Cross River,4.86951627,8.41815377,False,4
Primary Health Centre Ugep,"Ugep-Itigidi Road, Yakurr, Cross River",cross_river_yakurr, Cross River,5.81315292,8.07718483,False,2
Moder pri heath center,"Ohimini, Benue",benue_ohimini, Benue,7.17185602,7.97112416,False,4
Comprensive healt centre,"Akure-Ala Ajagbusi Road, Idanre, Ondo",ondo_akure_north, Ondo,7.08837044,5.35886264,False,4
Ningi Cinics & Maternity,"Sara, Bauchi",bauchi_ningi, Bauchi,11.07323195,9.56932947,False,4
P H C Ifiang King Duke,"Akpabuyo, Cross River",cross_river_akpabuyo, Cross River,4.9211842,8.51411792,False,2
Albarika Clinic and Maternity Home,"Opo Malu Street, Saki West, Oyo",oyo_saki_west, Oyo,8.67993007865728,3.39936390227924,True,1
ORUGBO PHC,"Epe, Lagos",lagos_epe, Lagos,6.63414529,3.77370332,True,1
Koro dispensary,"Rijau-Sakaba-Wasagu Kebbi, Hinanbiro, Kebbi",kebbi_wasagu_danko, Kebbi,11.31369715,5.56513079,True,1
PHC Heipang,"Bakko, Plateau",plateau_barkin_ladi, Plateau,9.64179417,8.9019688,False,4
Idebe Health Centre,"Akpabuyo, Cross River",cross_river_akpabuyo, Cross River,4.85941775,8.45080415,True,3
PHC Ojantelle,"Otukpo-Oweto Road, Apa, Benue",benue_apa, Benue,7.73495435714722,7.88554430007935,False,2
Medicare Medical Centre,"Randle Avenue, Lagos, Lagos",lagos_apapa, Lagos,6.44328405,3.36874498,True,4
Iyanu oluwa clinic Maternity Home,"Ilaro-Shagamu Road, Ewekoro, Ogun",ogun_ewekoro, Ogun,6.88429046,3.19227833,False,4
Ezere  Health Centre,"Enuguaku-Agwu Road, Awgu, Enugu",enugu_awgu, Enugu,6.07160677,7.42940008,False,2
C.H.C,"Ijaye Street, Akure South, Ondo",ondo_akure_south, Ondo,7.26382737,5.1975929,False,3
Dameru Dispensary,"Baruten, Kwara",kwara_baruten, Kwara,8.8489294052124,3.00677239894867,False,1
Algon PHC,"Ola-Oluwa, Osun",osun_ola_oluwa, Osun,7.70726288,4.240278,False,4
Health Post,"Songeli, Adamawa",adamawa_gombi, Adamawa,10.1172548532486,12.4558836221695,False,3
phc,"Isiala Ngwa South, Abia",abia_isiala_ngwa_south, Abia,5.22804379463196,7.42213904857635,False,2
Olodu PHC,"Aniocha South, Delta",delta_aniocha_south, Delta,6.09891951084137,6.59157156944275,False,2
Healty clinic,"Ambe-Sarki, Kaduna",kaduna_igabi, Kaduna,10.80426194,7.69862536,False,4
PRIMARY HEALTH CARE,"Sabua, Katsina",katsina_batsari, Katsina,12.6929694414139,7.20417737960815,False,3
health center,"Esit Eket, Akwa Ibom",akwa_ibom_esit_eket, Akwa Ibom,4.62846279144287,8.09378564357758,False,4
Anwarul-Islamic Hospital,"Saki Road, Iseyin, Oyo",oyo_iseyin, Oyo,7.9855406,3.58551225,True,3
Standard Health Centre Bende,"Umuahia-Bende Road, Bende, Abia",abia_bende, Abia,5.55836749,7.63777479,False,4
Layin Rama Health clinic,"Sabua, Katsina",katsina_bakori, Katsina,11.5909785032272,7.39321947097778,False,1
Pry.H/c,"Ife South, Osun",osun_atakunmosa_east, Osun,7.34820127487183,4.69865620136261,False,2
Wulle Health Post,"Gulani, Yobe",yobe_gujba, Yobe,11.30532161,12.08467477,False,2
Nnono/Oruigwe Health Centre,"Ikwuano, Abia",abia_ikwuano, Abia,5.42503016,7.54239989,False,2
phc waramu,"Kwiambana, Zamfara",zamfara_anka, Zamfara,12.1346998214722,5.82507133483887,False,2
HEALTH POSTY,"Akpabuyo, Cross River",cross_river_akpabuyo, Cross River,4.95286041,8.45498086,True,2
Okada PHC,"Maternity Street, Ovia North-East, Edo",edo_ovia_north_east, Edo,6.73168695,5.38652878,True,2
Healthpost,"Tai, Rivers",rivers_tai, Rivers,4.73114492,7.22806924,False,3
Grace Emmanuel Clinic,"Shagamu-Benin Road, Ijebu East, Ogun",ogun_ijebu_east, Ogun,6.78115771,4.03411841,True,1
Maje Kuka Dispensary,"Hinanbiro, Kebbi",kebbi_arewa_dandi, Kebbi,12.75038843,4.14789024,True,2
"Holy Trinity Community Hospital,Obibi,Ngor","Aboh-Mbaise, Imo",imo_aboh_mbaise, Imo,5.500368475914,7.20250904560089,False,2
P H C MBATON,"A4, Katsina-Ala, Benue",benue_katsina_ala, Benue,7.45027542114258,9.54452276229858,True,4
Health post,"Dwaja, Gombe",gombe_billiri, Gombe,9.77460789,11.05480265,False,2
Primary Health Centre Zugurma Yari,"Yelwa-Mokwa Road, Dobogi, Niger",niger_mashegu, Niger,9.45431666666667,4.9691,True,3
Galadanci dispensary,"Dangari-Adua, Sokoto",sokoto_gwadabawa, Sokoto,13.23098021,5.33009909,True,1
Kabuke dispansary,"Kwiambana, Zamfara",zamfara_birnin_magaji, Zamfara,12.27880634,6.89547371,False,2
Ifesowapo basic health centre,"Akoko North-East, Ondo",ondo_akoko_north_west, Ondo,7.54357154,5.77511468,False,4
DOGUWA GENERAL HOSPITAL,"Wudil, Kano",kano_doguwa, Kano,10.7357186079025,8.59077215194702,False,4
Ifondu PHC,"Akpabuyo, Cross River",cross_river_akpabuyo, Cross River,4.92836058139801,8.40208947658539,False,2
Bege clinic and trauma care centre,"Bakko, Plateau",plateau_barkin_ladi, Plateau,9.66423733,8.89015915,True,2
PHCC GAA TAIRU,"Olorunsogo, Oyo",oyo_olorunsogo, Oyo,8.87418062,4.15207025,False,1
PHC Gidan Kwano,"Hinanbiro, Kebbi",kebbi_ngaski, Kebbi,10.33516203,4.70366904,False,1
Muntsira Health Post,"Wudil, Kano",kano_bichi, Kano,12.19071284,8.22440742,False,3
"Health Center
Esuk Mba","Akpabuyo, Cross River",cross_river_akpabuyo, Cross River,4.90374265,8.39614909,False,4
Health Clinic,"Sabua, Katsina",katsina_rimi, Katsina,12.76006867,7.66438309,False,1
Institute of health management and tech,"Ovia South-West, Edo",edo_ovia_south_west, Edo,6.74435166,5.34252371,False,1
Bataiya Basic Health Centee,"Wudil, Kano",kano_albasu, Kano,11.68342807,9.02869955,False,3
PHC Udaba,"Dekina, Kogi",kogi_dekina, Kogi,7.69250739,7.03975389,False,3
"Health Centre, Ikot Akpan Ikpong","A103, Abak, Akwa Ibom",akwa_ibom_abak, Akwa Ibom,5.06579175,7.73794931,False,1
PHC Clinic,"A4, Songeli, Adamawa",adamawa_gayuk, Adamawa,10.02869981,11.97174681,False,4
Gidan Lumo clinic,"Sabua, Katsina",katsina_musawa, Katsina,12.1340614557266,7.70826637744904,False,2
Samakawa health post,"Wudil, Kano",kano_kunchi, Kano,12.40731348,8.22239944,False,4
MDG Maternity Clinic,"Mallan-Kagwa, Taraba",taraba_karim_lamido, Taraba,9.38143372535706,11.467924118042,False,2
Dayspring Faith Clinic,"Durbar Road, Lagos, Lagos",lagos_amuwo_odofin, Lagos,6.4633851,3.31562168,True,1
Phc ungwan muazu,"Sarki Road, Kaduna, Kaduna",kaduna_kaduna_south, Kaduna,10.49807746,7.39307862,False,4
Comprehensive Pri. Health care,"A 125, Dobogi, Niger",niger_rafi, Niger,10.39796386,6.38927341,True,2
Lissam Jatau Dispensary,"Mallan-Kagwa, Taraba",taraba_ussa, Taraba,7.00705738,10.05429285,False,4
Fada Health Clinic,"Dobogi, Niger",niger_edati, Niger,9.03367459774017,5.6147164106369,False,1
Eluwa pry health center,"Ife Central, Osun",osun_ife_central, Osun,7.48435675,4.56039511,False,3
SHENA DISPENSARY,"Mallan-Kagwa, Taraba",taraba_bali, Taraba,8.32992732524872,11.4504790306091,False,1
Primary Health centre Ikot offiong Ambai,"Akpabuyo, Cross River",cross_river_akpabuyo, Cross River,4.93461444,8.43221001,True,4
PHC Isingwu unodu Oraifite,"Onitsha-Owerri Road, Ekwusigo, Anambra",anambra_ekwusigo, Anambra,6.00174877,6.82681129,False,2
BABALDU HEALTH POST,"A237, Kunya-Baba, Jigawa",jigawa_birnin_kudu, Jigawa,11.35257146,9.59654695,False,1
